0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1,6,1169,4,4,67,2,1,0,4,4,4,4,2,0,0,2,1,2,1,0
1,48,5951,2,2,22,1,1,1,2,4,0,2,1,0,0,2,1,2,0,0
-1,12,2096,2,3,49,1,2,3,4,7,0,3,2,0,0,2,1,1,0,0
-1,42,7882,2,4,45,1,2,0,2,3,0,3,2,2,1,2,2,2,0,0
1,24,4870,3,4,53,2,2,0,3,0,0,2,2,0,3,2,2,2,0,0
-1,36,9055,2,4,35,1,2,3,2,7,4,2,2,0,3,2,2,1,1,0
-1,24,2835,3,4,53,1,1,3,2,3,2,4,2,0,1,2,1,2,0,0
-1,36,6948,2,2,35,1,1,1,2,1,0,2,2,0,2,2,0,3,1,0
-1,12,3059,2,4,61,1,1,3,2,4,3,3,0,0,0,2,1,1,0,0
1,30,5234,4,2,28,2,1,1,4,0,0,0,3,0,2,2,1,3,0,0
1,12,1295,3,1,25,1,1,1,2,0,0,1,1,0,2,2,0,2,0,0
1,48,4308,3,4,24,1,1,0,2,9,0,1,1,0,1,2,0,2,0,0
-1,12,1567,1,1,22,1,1,1,2,4,0,2,1,0,2,2,1,2,1,0
1,24,1199,4,4,60,2,1,0,4,0,0,4,2,0,2,2,1,1,0,0
-1,15,1403,2,4,28,1,1,0,2,0,0,2,1,0,2,2,0,2,0,0
1,24,1282,4,2,32,1,1,0,2,4,1,2,1,0,2,2,1,1,0,0
-1,24,2424,4,4,53,2,1,3,4,4,4,4,2,0,1,2,1,2,0,0
-1,30,8072,2,3,25,3,1,0,0,9,4,1,2,0,2,0,1,2,0,0
1,24,12579,4,2,44,1,1,1,2,1,0,4,1,0,3,2,2,3,1,0
-1,24,3430,3,2,31,1,2,3,2,4,2,4,2,0,2,2,1,2,1,0
-1,9,2134,4,4,48,3,1,3,4,0,0,2,2,0,2,2,1,2,1,0
-1,6,2647,2,3,44,1,2,0,2,4,2,2,2,0,0,2,0,2,0,0
-1,10,2241,1,3,48,2,2,0,4,0,0,1,2,0,0,2,0,1,0,1
-1,12,1804,3,4,44,1,1,1,4,1,1,1,2,0,1,2,1,2,0,0
-1,10,2069,2,1,26,2,1,3,4,3,4,2,3,0,2,2,1,2,0,1
-1,6,1374,1,2,36,1,1,0,2,3,0,2,2,0,0,0,1,1,1,0
-1,6,426,4,4,39,1,1,3,0,4,0,4,3,0,2,2,1,1,0,0
-1,12,409,3,3,42,2,1,2,1,4,3,2,1,0,0,2,0,2,0,0
-1,7,2415,3,2,34,1,1,1,2,4,0,2,2,2,0,2,1,2,0,0
1,60,6836,3,4,63,2,1,0,3,9,0,4,2,0,3,2,1,2,1,0
-1,18,1913,3,3,36,1,1,1,2,9,3,1,3,0,0,0,1,2,1,0
-1,24,4020,2,2,27,1,1,0,2,3,0,2,2,0,2,1,1,2,0,0
-1,18,5866,2,2,30,2,1,1,2,0,1,2,2,0,2,2,1,2,1,0
-1,12,1264,4,4,57,1,1,3,4,9,4,4,2,0,3,2,0,1,0,0
-1,12,1474,4,1,33,1,1,2,2,3,0,1,1,0,1,0,1,3,1,0
1,45,4746,4,2,25,2,1,1,4,4,0,1,2,0,1,2,1,1,0,0
-1,48,6110,1,3,31,1,1,3,4,7,0,2,2,0,3,0,2,2,1,0
1,18,2100,4,2,37,1,1,2,2,4,0,2,2,1,0,1,1,2,0,0
-1,10,1225,2,2,37,1,1,2,2,5,0,2,2,0,2,2,1,2,1,0
-1,9,458,4,3,24,1,1,1,2,4,0,2,2,0,0,2,1,2,0,0
-1,30,2333,4,2,30,1,1,3,2,4,2,4,2,0,2,0,1,3,0,0
-1,12,1158,3,1,26,1,1,1,2,4,2,2,0,0,2,2,1,2,1,0
-1,18,6204,2,4,44,1,2,1,3,6,0,2,2,0,0,2,1,1,1,0
-1,30,6187,1,4,24,2,1,0,4,1,1,3,3,0,2,2,0,2,0,0
1,48,6143,4,4,58,2,1,0,4,1,0,4,1,0,3,1,2,1,0,0
-1,11,1393,4,4,35,2,1,3,4,0,0,1,1,0,2,2,1,3,0,0
-1,36,2299,4,4,39,1,1,3,2,4,2,4,2,0,2,2,1,2,0,0
-1,6,1352,1,2,23,1,1,0,2,1,2,0,1,0,1,2,0,0,1,0
-1,11,7228,1,4,39,2,1,3,4,0,0,2,2,0,1,2,1,1,0,0
-1,12,2073,4,2,28,1,1,3,2,4,1,2,1,1,0,2,1,2,0,0
-1,24,2333,4,2,29,1,1,1,3,3,4,1,2,0,1,0,1,1,0,0
-1,27,5965,1,2,30,2,1,1,3,1,0,4,2,0,2,2,1,3,1,0
-1,12,1262,3,2,25,1,1,3,2,4,0,2,2,0,2,2,1,2,0,0
-1,18,3378,2,1,31,1,1,3,2,1,4,2,2,0,1,2,1,2,1,0
1,36,2225,4,4,57,2,1,1,3,0,0,4,2,0,3,0,2,2,1,0
-1,6,783,1,2,26,1,2,3,1,0,4,2,2,2,0,1,1,1,0,0
1,12,6468,2,1,52,1,1,1,2,4,4,0,2,0,3,2,1,3,1,0
-1,36,9566,2,2,31,2,1,3,4,4,0,2,1,0,2,1,1,2,0,0
-1,18,1961,3,2,23,1,1,2,2,0,0,4,1,0,2,2,1,3,0,0
1,36,6229,4,4,23,2,1,0,4,3,0,1,1,1,3,2,0,1,1,0
-1,9,1391,2,1,27,1,1,1,2,9,0,2,3,0,0,0,1,2,1,0
-1,15,1537,4,4,50,2,1,1,4,4,4,4,2,2,0,2,1,2,1,0
1,36,1953,4,4,61,1,1,1,0,9,0,4,2,0,3,2,2,3,1,0
1,48,14421,2,2,25,1,1,1,0,9,0,2,2,0,2,2,1,2,1,0
-1,24,3181,4,4,26,1,1,3,2,4,0,1,1,0,1,2,1,2,1,0
-1,27,5190,4,4,48,4,2,3,2,6,4,4,2,0,1,2,1,2,1,0
-1,12,2171,2,2,29,1,1,3,2,4,0,1,1,0,2,0,1,2,0,0
-1,12,1007,4,1,22,1,1,1,2,0,3,2,3,0,0,2,1,2,0,0
1,36,1819,4,4,37,1,1,3,2,7,0,2,2,0,3,1,2,2,1,0
-1,36,2394,4,4,25,1,1,3,2,4,4,2,1,0,2,2,1,2,0,0
-1,36,8133,1,2,30,1,1,3,2,1,0,2,1,0,1,0,1,2,0,0
-1,7,730,4,2,46,2,1,3,4,4,4,4,2,0,1,2,0,1,1,0
-1,8,1164,3,4,51,2,2,0,4,2,0,4,2,0,3,0,2,3,1,0
-1,42,5954,2,1,41,2,1,1,4,9,0,3,1,0,0,0,1,1,0,0
1,36,1977,4,4,40,1,1,0,2,7,4,4,2,0,3,2,1,3,1,0
-1,12,1526,4,4,66,2,1,0,4,1,0,4,2,0,3,2,2,3,0,0
1,42,3965,4,3,34,1,1,0,2,4,0,1,2,0,2,2,1,2,0,0
-1,11,4771,2,4,51,1,1,1,3,4,0,3,2,0,1,2,1,2,0,0
-1,54,9436,2,2,39,1,2,3,0,1,4,2,2,0,1,2,1,1,0,0
-1,30,3832,2,1,22,1,1,1,2,3,0,1,3,0,1,2,1,2,0,0
1,24,5943,1,1,44,2,1,3,2,4,4,1,1,0,2,2,1,2,1,0
-1,15,1213,4,3,47,1,1,3,2,4,2,4,2,0,1,1,1,2,1,0
-1,18,1568,3,4,24,1,1,3,2,9,1,2,1,0,1,2,0,1,0,0
-1,24,1755,4,4,58,1,1,0,2,2,0,4,1,2,0,2,1,1,1,0
-1,10,2315,3,4,52,1,1,0,2,4,0,4,2,0,0,2,1,1,0,0
-1,12,1412,4,2,29,2,1,3,4,9,0,2,1,2,0,2,1,3,1,0
-1,18,1295,4,1,27,2,1,1,4,3,0,1,1,0,1,2,1,2,0,0
1,36,12612,1,4,47,1,2,1,2,7,1,2,2,0,3,2,2,2,1,0
-1,18,2249,4,3,30,1,2,0,2,0,1,3,2,0,2,2,1,3,1,0
1,12,1108,4,3,28,2,1,0,0,6,0,3,2,0,0,2,1,2,0,0
-1,12,618,4,4,56,1,1,3,4,4,0,4,2,0,0,2,1,2,0,0
-1,12,1409,4,3,54,1,1,0,4,1,0,4,2,0,0,2,1,2,0,0
1,12,797,4,3,33,1,2,3,4,4,4,4,1,0,1,0,1,1,0,0
-1,24,3617,4,4,20,2,1,2,4,3,4,4,2,1,3,2,0,2,0,0
-1,12,1318,4,4,54,1,1,1,2,0,3,4,2,0,0,2,1,2,1,0
1,54,15945,3,4,58,1,1,1,0,9,0,1,2,0,3,2,0,2,1,0
-1,12,2012,4,2,61,1,1,3,4,7,4,3,1,0,2,2,1,2,0,0
-1,18,2622,4,4,34,1,1,1,2,9,1,2,2,0,2,2,1,2,0,0
-1,36,2337,4,4,36,1,1,1,4,4,0,4,2,0,0,2,1,2,0,0
-1,20,7057,3,4,36,2,2,1,3,1,4,3,2,0,1,0,0,3,1,0
