0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,12,1123,4,4,29,1,1,3,2,3,2,2,1,0,2,2,0,1,0,0
1,48,6331,4,4,46,2,1,0,4,1,0,4,2,0,3,2,2,2,1,0
-1,24,1377,4,2,47,1,1,2,2,4,1,4,1,0,3,2,2,2,1,0
-1,30,2503,4,2,41,2,1,1,3,9,1,4,2,0,1,1,1,2,0,0
-1,27,2528,4,1,32,1,2,1,2,9,0,1,1,0,1,2,1,2,1,0
-1,15,5324,1,4,35,1,1,3,2,0,2,4,1,0,3,2,2,2,0,0
1,48,6560,3,2,24,1,1,1,2,0,1,3,2,0,1,2,1,2,0,0
1,12,2969,4,3,25,2,1,1,0,3,0,1,1,0,1,2,0,2,0,0
-1,9,1206,4,4,25,1,1,1,2,4,0,4,1,0,0,2,1,2,0,0
-1,9,2118,2,2,37,1,2,1,2,4,0,2,2,0,0,2,1,1,0,0
-1,18,629,4,3,32,2,1,3,4,4,2,4,2,0,1,0,1,3,1,0
1,6,1198,4,4,35,1,1,0,1,7,0,4,1,0,3,2,2,2,0,0
-1,21,2476,4,4,46,1,1,3,2,1,4,4,2,0,0,2,1,3,1,0
-1,9,1138,4,4,25,2,1,0,4,4,0,2,2,0,0,2,1,1,0,0
1,60,14027,4,2,27,1,1,1,2,0,0,3,2,0,3,2,1,3,1,0
-1,30,7596,1,4,63,2,1,3,4,1,4,4,2,0,2,2,1,2,0,0
-1,30,3077,3,2,40,2,2,3,4,4,4,4,2,0,2,2,1,2,1,0
-1,18,1505,4,2,32,1,1,3,2,4,0,2,2,0,3,2,2,3,1,0
-1,24,3148,3,2,31,2,1,2,4,4,4,2,2,0,2,2,1,2,1,0
-1,20,6148,3,4,31,2,1,1,0,1,1,4,3,0,2,0,1,2,1,0
1,9,1337,4,2,34,2,1,2,0,4,0,1,2,0,2,2,1,3,1,0
1,6,433,4,2,24,1,2,1,1,7,3,1,1,0,1,0,0,2,0,0
1,12,1228,4,2,24,1,1,0,2,0,0,2,1,0,0,2,1,1,0,0
-1,9,790,4,3,66,1,1,1,2,4,2,2,1,0,0,2,1,1,0,0
1,27,2570,3,3,21,1,1,3,2,0,0,2,1,0,0,2,0,2,0,0
-1,6,250,2,2,41,2,1,3,4,0,3,2,1,0,0,0,1,1,0,0
-1,15,1316,2,2,47,2,1,3,4,4,2,2,3,0,1,2,1,1,0,0
1,18,1882,4,4,25,2,1,0,2,4,0,2,1,0,2,0,0,2,0,0
1,48,6416,4,3,59,1,1,1,1,9,0,4,1,0,3,2,0,2,0,0
-1,24,1275,2,4,36,2,1,2,4,9,3,2,0,0,0,2,1,2,1,0
-1,24,6403,1,2,33,1,1,1,3,4,0,1,2,0,2,2,1,2,0,0
1,24,1987,2,4,21,1,2,0,2,4,0,2,2,0,0,2,0,1,0,0
-1,8,760,4,2,44,1,1,1,2,4,0,3,1,2,0,2,1,1,0,0
-1,24,2603,2,4,28,1,1,3,2,1,3,2,1,0,2,2,0,2,1,0
-1,4,3380,1,1,37,1,2,3,4,0,0,3,1,0,0,2,1,2,0,0
-1,36,3990,3,2,29,1,1,1,1,5,4,1,1,0,3,0,1,0,0,0
1,24,11560,1,4,23,2,1,1,2,1,0,2,1,0,2,2,0,3,0,0
-1,18,4380,3,4,35,1,2,0,2,0,1,2,2,0,2,2,1,1,1,0
-1,6,6761,1,3,45,2,2,3,4,0,0,3,2,0,3,2,1,3,1,0
1,30,4280,4,4,26,2,1,1,0,9,1,2,1,0,2,2,0,1,0,0
-1,24,2325,2,3,32,1,1,0,1,0,1,3,2,0,2,0,1,2,0,0
-1,10,1048,4,4,23,1,1,1,1,4,0,2,2,0,0,1,1,1,0,0
-1,21,3160,4,3,41,1,1,3,2,4,4,4,2,0,1,2,1,2,1,0
-1,24,2483,4,4,22,1,1,0,1,3,2,2,2,0,0,1,1,2,1,0
-1,39,14179,4,4,30,2,1,0,4,3,4,3,2,0,1,2,1,3,1,0
-1,13,1797,3,1,28,2,1,0,4,9,0,1,2,0,1,0,1,1,0,0
-1,15,2511,1,4,23,1,1,0,2,0,0,0,1,0,2,2,0,2,0,0
1,12,1274,3,1,37,1,1,0,2,0,0,1,1,0,0,2,1,1,0,0
-1,21,5248,1,3,26,1,1,3,2,1,4,2,2,0,2,2,1,2,0,0
-1,15,3029,2,2,33,1,1,3,2,1,0,3,2,0,2,2,1,2,0,0
-1,6,428,2,1,49,1,1,0,2,3,0,4,1,0,1,0,1,2,1,0
1,18,976,1,2,23,1,1,0,2,0,0,1,1,0,2,2,1,1,0,0
-1,12,841,2,4,23,1,1,1,2,9,1,3,1,0,0,2,0,1,0,0
-1,30,5771,4,2,25,2,1,3,4,4,0,3,1,0,2,2,1,2,0,0
1,12,1555,4,4,55,2,2,3,3,6,3,4,2,0,3,2,2,2,0,0
1,24,1285,4,4,32,1,1,0,2,0,4,3,1,0,3,2,0,2,0,0
-1,6,1299,1,1,74,3,2,2,4,0,0,2,2,0,0,2,1,0,0,1
1,15,1271,3,4,39,2,1,2,4,4,4,2,2,0,3,2,2,2,1,0
-1,24,1393,2,2,31,1,1,3,2,0,0,2,2,2,0,2,1,2,1,0
1,12,691,4,3,35,2,1,0,4,0,0,4,2,0,1,2,1,2,0,0
-1,15,5045,1,4,59,1,1,3,4,0,4,4,1,0,2,2,1,2,1,0
1,18,2124,4,4,24,2,1,0,4,3,0,2,1,0,0,2,0,2,0,0
-1,12,2214,4,3,24,1,1,0,2,4,0,2,2,0,1,2,1,1,0,0
1,21,12680,4,4,30,1,1,3,4,0,4,4,2,0,3,2,2,3,1,0
-1,24,2463,4,3,27,2,1,3,4,0,1,3,3,0,1,2,1,2,1,0
