0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1,24,1469,4,4,41,1,1,3,2,0,1,4,3,0,0,2,0,1,0,0
-1,36,2323,4,4,24,1,1,1,2,4,0,3,2,0,2,2,0,2,0,0
-1,6,932,3,2,24,1,1,3,3,4,0,2,1,0,0,2,1,2,0,0
-1,9,1919,4,3,35,1,1,1,4,3,0,3,2,0,2,2,0,2,1,0
-1,12,2445,2,4,26,1,1,3,2,1,4,1,3,0,2,2,0,2,1,0
1,24,11938,2,3,39,2,2,1,4,2,0,2,2,1,2,2,1,3,1,0
1,18,6458,2,4,39,2,2,3,1,0,0,4,2,0,3,0,1,3,1,0
-1,12,6078,2,2,32,1,1,1,2,0,0,3,2,0,2,2,1,2,0,0
-1,24,7721,1,2,30,1,1,0,2,3,4,1,1,0,1,2,1,2,1,1
-1,14,1410,1,2,35,1,1,1,2,9,2,4,3,0,0,2,1,2,1,0
-1,6,1449,1,2,31,2,2,1,3,9,1,4,0,0,2,0,1,2,0,0
-1,15,392,4,4,23,1,1,2,2,7,0,1,1,0,1,2,0,2,1,0
-1,18,6260,3,3,28,1,1,1,2,0,0,3,2,0,0,2,0,1,0,0
1,36,7855,4,2,25,2,1,3,4,0,0,2,1,0,0,1,1,2,1,0
-1,12,1680,3,1,35,1,1,0,2,4,2,4,3,0,0,2,1,2,0,0
-1,48,3578,4,1,47,1,1,3,4,4,4,4,2,0,0,2,1,2,1,0
1,42,7174,4,3,30,1,1,0,2,4,4,3,1,0,2,2,1,3,1,0
-1,10,2132,2,3,27,2,1,0,4,3,4,1,1,1,0,2,0,2,0,1
1,33,4281,1,4,23,2,1,0,4,3,2,2,1,0,2,2,1,2,0,0
-1,12,2366,3,3,36,1,1,1,4,0,2,3,0,0,2,2,1,3,1,0
1,21,1835,3,2,25,2,1,0,2,4,0,2,1,0,0,2,1,2,1,0
-1,24,3868,4,2,41,2,1,3,4,1,0,4,1,0,2,2,0,3,1,0
-1,12,1768,3,2,24,1,1,3,2,3,0,2,2,0,0,2,0,1,0,0
-1,10,781,4,4,63,2,1,2,4,0,0,4,2,0,3,2,2,2,1,0
1,18,1924,4,3,27,1,1,1,2,3,4,1,1,0,0,2,0,2,0,0
-1,12,2121,4,2,30,2,1,0,4,0,0,2,2,0,1,2,1,2,0,0
-1,12,701,4,2,40,1,1,0,2,4,0,2,3,0,0,2,1,1,0,0
1,12,639,4,2,30,1,1,1,2,6,0,2,2,0,2,2,1,2,0,0
-1,12,1860,4,2,34,2,1,1,4,1,0,0,2,0,2,2,1,3,1,0
1,12,3499,3,2,29,2,1,0,4,0,0,2,1,1,0,2,1,2,0,0
-1,48,8487,1,2,24,1,1,1,2,0,4,3,1,0,2,2,1,2,0,0
1,36,6887,4,3,29,1,1,0,3,7,0,2,2,0,1,1,1,2,1,0
-1,15,2708,2,3,27,2,1,3,2,3,0,1,2,0,1,0,1,1,0,0
-1,18,1984,4,4,47,2,1,3,2,3,0,2,2,0,3,0,2,2,0,0
-1,60,10144,2,4,21,1,1,3,2,4,1,3,1,0,0,2,1,2,1,0
-1,12,1240,4,2,38,2,1,3,4,4,4,4,1,0,0,2,1,2,1,0
-1,27,8613,2,2,27,2,1,3,3,1,3,2,2,0,2,2,1,2,0,0
1,12,766,4,3,66,1,1,1,2,4,2,2,2,0,0,2,1,1,0,0
-1,15,2728,4,2,35,3,1,1,4,4,4,3,2,2,0,0,1,2,1,0
-1,12,1881,2,2,44,1,1,2,2,4,0,2,1,0,2,2,0,1,1,0
-1,6,709,2,2,27,1,1,2,2,0,3,1,3,0,0,2,1,0,0,1
-1,36,4795,4,1,30,1,1,1,2,4,0,1,1,0,3,2,1,3,1,0
-1,27,3416,3,2,27,1,1,0,2,4,0,2,2,0,2,2,1,3,0,0
1,18,2462,2,2,22,1,1,0,2,3,0,2,2,0,2,2,1,2,0,0
-1,21,2288,4,4,23,1,1,3,4,3,0,1,1,0,1,2,1,2,1,0
-1,48,3566,4,2,30,1,1,1,1,9,1,3,2,0,2,2,1,2,0,0
-1,6,860,1,4,39,2,1,0,4,0,0,4,1,0,3,2,1,2,1,0
-1,12,682,4,3,51,2,1,3,4,0,1,3,1,0,2,2,1,2,1,0
-1,36,5371,3,2,28,2,1,0,4,3,0,2,2,2,1,2,1,2,0,0
-1,18,1582,4,4,46,2,1,3,4,4,3,4,2,0,2,2,1,2,0,0
-1,6,1346,2,4,42,1,2,3,2,4,1,4,2,0,3,0,2,2,1,0
-1,10,1924,1,4,38,1,1,3,2,4,0,2,2,0,1,2,1,2,1,1
-1,36,5848,4,1,24,1,1,2,2,4,0,2,2,0,2,2,1,2,0,0
-1,24,7758,2,4,29,1,1,1,4,1,3,4,1,0,3,2,0,2,0,0
-1,24,6967,4,4,36,1,1,1,3,9,1,3,2,0,2,2,0,3,1,0
1,12,1282,2,4,20,1,1,0,2,3,0,2,1,0,2,2,0,2,0,0
-1,9,1288,3,4,48,2,2,0,4,6,1,4,2,2,0,2,1,2,0,1
-1,12,339,4,1,45,1,1,0,1,8,0,4,3,0,2,0,1,1,0,0
-1,24,3512,2,3,38,2,1,1,2,0,1,3,2,0,2,0,1,2,1,0
-1,6,1898,1,2,34,2,2,3,4,4,4,2,2,0,0,2,1,1,0,0
-1,24,2872,3,4,36,1,2,3,4,4,1,4,2,0,0,2,1,2,1,0
-1,18,1055,4,1,30,2,1,3,4,0,0,1,1,0,1,2,1,2,0,0
-1,15,1262,4,3,36,2,1,3,2,5,2,3,2,0,1,2,1,2,1,0
-1,10,7308,2,4,70,1,1,1,2,0,0,0,2,0,3,0,2,3,1,0
-1,36,909,4,4,36,1,1,3,2,0,2,4,2,0,1,2,1,2,0,0
-1,6,2978,1,2,32,1,1,3,2,3,2,2,2,0,2,2,1,2,1,0
1,18,1131,4,2,33,1,1,0,2,3,0,0,1,0,2,2,1,2,0,0
-1,11,1577,4,1,20,1,1,1,2,3,3,1,1,0,0,2,1,2,0,0
-1,24,3972,2,4,25,1,1,3,2,3,0,3,1,0,1,2,0,2,1,0
1,24,1935,4,4,31,2,1,1,4,9,0,4,0,0,0,2,1,2,1,0
1,15,950,4,3,33,2,2,0,0,0,0,4,2,0,2,2,0,2,0,0
