0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1,24,1597,4,4,54,2,2,3,4,7,0,4,2,0,3,2,2,2,0,0
-1,18,1795,3,4,48,2,1,1,4,4,0,4,1,2,0,0,0,1,1,0
-1,20,4272,1,4,24,2,1,0,4,3,0,4,1,0,1,2,1,2,0,0
-1,12,976,4,4,35,2,1,3,4,4,4,4,2,0,2,2,1,2,0,0
-1,12,7472,1,2,24,1,1,1,2,0,4,0,1,0,0,2,0,0,0,0
1,36,9271,2,1,24,1,1,0,2,0,0,3,2,0,2,2,1,2,1,0
-1,6,590,3,3,26,1,1,1,2,4,0,1,3,0,0,2,1,1,0,1
-1,12,930,4,4,65,4,1,3,4,4,4,4,2,0,0,2,1,2,0,0
-1,42,9283,1,2,55,1,1,1,1,1,0,0,2,0,3,0,2,3,1,0
1,15,1778,2,1,26,2,1,1,0,0,0,1,1,0,0,2,0,0,0,0
-1,8,907,3,2,26,1,1,1,2,9,0,1,3,0,0,2,1,2,1,0
-1,6,484,3,3,28,1,1,1,2,4,0,3,3,2,0,0,1,1,0,0
1,36,9629,4,4,24,2,1,0,4,1,0,3,2,0,2,2,1,2,1,0
1,48,3051,3,4,54,1,1,0,2,5,0,2,2,0,2,2,1,2,0,0
1,48,3931,4,4,46,1,2,0,2,0,0,3,2,0,3,2,2,2,0,0
-1,36,7432,2,2,54,1,1,1,3,0,0,2,1,0,1,2,0,2,0,0
-1,6,1338,1,4,62,1,1,3,2,5,2,2,0,0,0,2,1,2,0,0
-1,6,1554,1,2,24,2,1,3,4,4,0,3,1,0,2,2,0,2,1,0
-1,36,15857,2,3,43,1,1,0,2,2,0,0,0,1,2,2,1,3,0,0
1,18,1345,4,3,26,1,1,0,2,4,0,2,3,0,0,0,1,2,0,0
-1,12,1101,3,2,27,2,1,3,2,0,0,2,3,0,0,2,1,2,1,0
-1,12,3016,3,1,24,1,1,2,2,4,0,2,3,0,2,2,1,2,0,0
1,36,2712,2,2,41,1,2,0,2,3,0,4,2,0,1,0,1,2,0,0
-1,8,731,4,4,47,2,1,0,4,0,0,4,2,0,0,2,1,1,0,0
-1,18,3780,3,2,35,2,1,3,4,3,0,1,0,0,2,2,1,3,1,0
-1,21,1602,4,3,30,2,1,0,4,0,0,4,3,0,2,2,1,2,1,0
1,18,3966,1,4,33,3,1,0,4,0,0,4,1,0,0,0,0,2,1,0
1,18,4165,2,2,36,2,2,3,0,9,0,2,2,0,2,1,1,2,0,0
1,36,8335,3,4,47,1,1,0,2,1,4,4,2,0,3,2,2,2,0,0
-1,48,6681,4,4,38,1,2,1,3,9,4,2,2,0,3,2,2,2,1,0
-1,24,2375,4,2,44,2,2,3,3,9,2,2,2,0,2,2,1,2,1,0
1,18,1216,4,3,23,1,1,0,2,0,0,1,1,0,2,2,0,2,1,0
1,45,11816,2,4,29,2,1,0,0,9,0,4,2,0,2,2,0,2,0,0
-1,24,5084,2,4,42,1,1,1,2,4,4,4,1,0,2,2,1,2,1,0
1,15,2327,2,3,25,1,1,2,2,4,0,1,1,0,0,2,1,1,0,0
1,12,1082,4,4,48,2,1,0,0,0,0,2,2,0,2,0,1,2,0,0
-1,12,886,4,2,21,1,1,3,2,4,4,2,1,0,2,2,1,2,0,0
-1,4,601,1,3,23,1,2,3,2,3,0,1,1,0,0,2,0,1,0,0
-1,24,2957,4,4,63,2,1,0,4,1,0,4,2,0,1,2,1,2,1,0
-1,24,2611,4,3,46,2,1,3,4,4,0,4,3,1,0,2,1,2,0,0
1,36,5179,4,2,29,1,1,0,2,3,0,3,2,0,1,2,1,2,0,0
-1,21,2993,3,2,28,2,1,3,3,1,0,2,2,0,0,1,1,1,0,0
1,18,1943,4,4,23,1,1,3,2,6,0,1,1,0,0,2,1,2,0,0
-1,24,1559,4,4,50,1,1,3,1,9,0,3,2,0,2,0,1,2,1,0
-1,18,3422,4,4,47,3,2,3,2,3,0,4,2,0,1,0,1,2,1,0
-1,21,3976,2,3,35,1,1,1,2,3,4,3,2,0,2,2,1,2,1,0
1,18,6761,2,4,68,2,1,3,2,0,4,2,2,0,2,2,0,2,0,0
-1,24,1249,4,2,28,1,1,3,2,0,0,1,3,0,0,2,1,2,0,0
-1,9,1364,3,4,59,1,1,0,2,4,0,3,2,0,0,2,1,2,0,0
1,12,709,4,4,57,1,1,0,2,4,0,4,2,0,0,1,1,1,0,0
1,20,2235,4,2,33,2,1,0,4,0,0,2,3,2,1,0,0,2,0,1
-1,24,4042,3,4,43,2,1,3,4,1,4,3,2,0,1,2,1,2,1,0
-1,15,1471,4,4,35,2,1,3,4,4,0,2,2,0,3,2,2,2,1,0
1,18,1442,4,4,32,2,2,0,1,0,0,3,2,0,3,2,2,1,0,0
-1,36,10875,2,2,45,2,2,3,3,0,0,4,2,0,2,2,1,2,1,0
