0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,16,2625,2,4,43,1,1,0,4,0,0,4,2,2,1,0,0,2,1,0
-1,20,3485,2,4,44,2,1,3,4,0,4,1,0,0,0,2,1,2,1,0
-1,36,10477,2,4,42,2,1,3,4,1,4,4,2,0,3,2,2,2,0,0
-1,15,1386,4,2,40,1,1,3,2,4,4,2,3,0,0,2,0,2,1,0
-1,24,1278,4,1,36,1,1,3,2,4,0,4,2,0,0,2,1,3,1,0
-1,12,1107,2,2,20,1,2,0,2,4,0,2,2,0,0,2,0,3,1,0
-1,21,3763,2,2,24,1,1,0,2,0,4,3,2,1,0,2,1,1,0,1
-1,36,3711,2,2,27,1,1,1,2,7,4,2,3,0,2,2,1,2,0,0
-1,15,3594,1,2,46,2,1,3,3,1,0,1,1,0,1,2,1,1,0,0
-1,9,3195,1,2,33,1,1,1,2,0,4,2,1,0,0,2,1,1,0,0
-1,36,4454,4,4,34,2,1,3,3,4,0,2,1,0,0,2,1,2,0,0
1,24,4736,2,4,25,1,1,1,4,3,0,1,1,0,2,0,1,1,0,0
-1,30,2991,2,4,25,1,1,1,2,4,4,4,1,0,2,2,1,2,0,0
-1,11,2142,1,2,28,1,1,3,2,9,3,4,0,0,0,2,1,2,1,0
1,24,3161,4,2,31,1,1,0,1,9,0,2,2,0,1,2,0,2,1,0
1,48,18424,1,2,32,1,1,1,0,2,0,2,1,0,1,0,1,3,1,1
-1,10,2848,1,2,32,1,2,3,2,1,1,2,2,1,0,2,1,2,0,0
1,6,14896,1,4,68,1,1,0,2,0,0,4,2,0,3,0,1,3,1,0
1,24,2359,1,1,33,1,1,0,2,3,1,0,0,0,1,2,1,2,0,0
1,24,3345,4,2,39,1,1,0,2,3,0,4,2,0,1,2,0,3,1,0
-1,18,1817,4,2,28,2,1,3,4,3,0,2,1,0,3,2,1,2,0,0
-1,48,12749,4,1,37,1,1,3,3,4,2,3,2,0,2,2,1,3,1,0
1,9,1366,3,4,22,1,1,0,2,4,0,1,1,0,1,2,0,2,0,0
-1,12,2002,3,4,30,1,2,1,2,0,0,3,2,0,1,2,0,2,1,0
1,24,6872,2,1,55,1,1,0,1,3,0,1,0,0,1,0,1,2,1,0
1,12,697,4,2,46,2,1,0,1,0,0,1,2,0,2,0,1,2,1,0
-1,18,1049,4,4,21,1,1,0,4,3,0,1,1,0,1,2,0,2,0,0
1,48,10297,4,4,39,3,2,0,2,1,0,3,2,0,3,1,2,2,1,0
-1,30,1867,4,4,58,1,1,3,2,4,4,4,2,0,2,2,1,2,1,0
-1,12,1344,4,2,43,2,2,0,3,0,0,2,2,0,0,2,1,1,0,0
-1,24,1747,4,1,24,1,1,0,2,3,0,1,2,1,1,2,1,1,0,1
1,9,1670,4,2,22,1,1,1,2,4,0,1,1,0,2,2,1,2,1,0
-1,9,1224,3,1,30,2,1,3,4,0,0,2,2,0,0,2,1,2,0,0
-1,12,522,4,4,42,2,2,3,4,4,2,4,2,0,1,2,1,2,1,0
-1,12,1498,4,1,23,1,1,0,2,4,0,2,1,0,2,0,1,2,0,0
1,30,1919,4,3,30,2,1,1,3,4,1,1,2,0,3,1,1,3,0,0
1,9,745,3,2,28,1,1,2,2,4,0,2,1,0,0,2,1,1,0,0
-1,6,2063,4,3,30,1,1,1,2,4,0,1,3,0,2,2,0,3,1,0
1,60,6288,4,4,42,1,1,1,2,7,0,2,2,0,3,2,2,2,0,0
-1,24,6842,2,4,46,2,2,3,4,1,4,2,2,0,1,2,1,3,1,0
-1,12,3527,2,3,45,1,2,3,2,0,4,1,2,0,1,2,1,3,1,0
-1,10,1546,3,2,31,1,2,3,2,0,0,2,2,0,0,2,1,1,0,1
-1,24,929,4,2,31,1,1,3,2,3,4,3,2,0,2,1,1,2,1,0
-1,4,1455,2,1,42,3,2,3,4,0,0,3,2,0,0,2,1,1,0,0
-1,15,1845,4,1,46,1,1,0,2,3,0,1,1,2,1,2,0,2,0,0
-1,48,8358,1,1,30,2,1,1,0,0,2,1,1,0,2,2,1,2,0,0
1,24,3349,4,4,30,1,2,0,1,3,2,1,2,0,3,2,2,2,1,0
-1,12,2859,4,4,38,1,1,3,2,0,4,0,2,0,3,2,1,3,1,0
1,18,1533,4,1,43,1,2,3,2,3,0,1,3,1,1,2,1,1,0,0
1,24,3621,2,4,31,2,1,3,2,4,1,4,2,0,2,2,1,2,0,0
-1,18,3590,3,3,40,3,2,1,4,9,0,0,3,0,2,2,1,0,1,0
1,36,2145,2,1,24,2,1,0,3,9,0,3,2,0,2,2,1,2,1,0
1,24,4113,3,4,28,1,1,1,2,1,2,1,1,0,2,2,0,2,0,0
1,36,10974,4,2,26,2,1,3,2,3,0,0,1,0,2,2,1,3,1,0
-1,12,1893,4,4,29,1,1,0,2,0,0,2,1,2,1,2,1,2,1,0
-1,24,1231,4,4,57,2,1,0,4,4,3,4,1,0,1,2,0,3,1,0
-1,30,3656,4,4,49,2,1,2,4,4,4,4,2,0,1,1,1,1,0,0
-1,9,1154,2,4,37,3,1,1,4,4,0,4,2,0,0,2,1,1,0,0
1,28,4006,3,2,45,1,1,0,2,0,0,2,2,0,2,2,1,1,0,0
-1,24,3069,4,4,30,1,1,1,2,3,1,4,2,0,3,2,2,2,0,0
-1,6,1740,2,2,30,2,1,3,4,4,0,4,3,0,0,2,0,2,0,0
-1,21,2353,1,4,47,2,1,1,3,0,0,2,0,0,1,2,1,2,0,0
-1,15,3556,3,2,29,1,1,3,2,0,4,2,2,0,3,2,1,2,0,0
1,24,2397,3,2,35,2,1,3,2,4,2,4,2,0,2,0,1,2,1,0
-1,6,454,3,1,22,1,1,1,2,6,0,1,3,0,1,2,1,1,0,0
-1,30,1715,4,1,26,1,1,1,2,4,4,2,1,0,2,2,1,2,0,0
1,27,2520,4,2,23,2,1,1,4,4,2,2,2,0,1,2,1,1,0,0
-1,15,3568,4,2,54,1,1,3,2,4,0,4,1,0,2,0,0,3,1,0
-1,42,7166,2,4,29,1,1,3,2,4,4,3,3,0,1,2,0,2,1,0
-1,11,3939,1,2,40,2,2,0,4,0,0,2,2,0,0,2,1,1,0,0
-1,15,1514,4,2,22,1,1,1,2,6,1,2,2,2,0,2,1,2,0,0
-1,24,7393,1,4,43,1,2,3,2,0,0,2,2,0,1,2,1,1,0,0
1,24,1193,1,4,29,2,1,0,1,0,0,0,1,1,3,2,0,0,0,0
1,60,7297,4,4,36,1,1,0,2,9,0,4,2,1,3,2,0,2,0,0
-1,30,2831,4,2,33,1,1,3,4,4,0,2,1,0,2,2,1,2,1,0
-1,24,1258,3,3,57,1,1,2,2,4,2,2,1,0,2,2,1,1,0,0
-1,6,753,2,3,64,1,1,1,2,4,0,2,1,2,0,2,1,2,0,0
-1,18,2427,4,2,42,2,1,1,3,9,4,4,2,0,1,2,1,2,0,0
1,24,2538,4,4,47,2,2,3,3,0,0,4,2,0,2,2,1,1,0,0
1,15,1264,2,2,25,1,1,1,1,0,1,2,3,0,1,2,0,2,0,0
1,30,8386,2,2,49,1,1,1,4,3,0,3,2,0,1,2,1,2,0,0
1,48,4844,3,2,33,1,1,3,2,9,0,0,2,0,2,0,0,3,1,0
